MRPL13	GO:0003735
ACTN2	GO:0005509
SCT	GO:0005179
CADPS	GO:0005515
SLC6A15	GO:0005328
ANTXR1	GO:0004872
SLC6A13	GO:0005328
EXOSC6	GO:0000176
MRVI1	GO:0005515
ADRA2C	GO:0004938
IMPA2	GO:0046854
DNA2	GO:0000076
SEC62	GO:0008565
TCL1A	GO:0005515
MLC1	GO:0005215
CYP3A5	GO:0004497
CLDN1	GO:0005198
DUSP2	GO:0000188
NCAPG2	GO:0005634
FRAT1	GO:0000578
PIGU	GO:0006506
OGT	GO:0000123
HOXA9	GO:0005634
PFDN6	GO:0005737
CNTN2	GO:0000226
AVPR2	GO:0001992
RET	GO:0000165
SLTM	GO:0005654
TBL1X	GO:0016575
MBTPS2	GO:0004222
COL17A1	GO:0005515
TMIGD1	GO:0016021
PALB2	GO:0000724
PTBP2	GO:0000166
GPR56	GO:0001525
MCM3	GO:0003677
SAFB	GO:0000166
KCNH8	GO:0000155
NDUFS2	GO:0005515
ANGPTL2	GO:0005102
TRIM26	GO:0005622
IMPAD1	GO:0046854
TDG	GO:0005654
CCNE2	GO:0000082
KLF4	GO:0003676
MMP23A	GO:0000003
HOXA11	GO:0005634
FUT4	GO:0005794
UCKL1	GO:0004849
SMYD3	GO:0046872
NUAK2	GO:0000287
BAG6	GO:0001822
NPTXR	GO:0016021
HN1L	GO:0005737
PAG1	GO:0005070
TFE3	GO:0000978
IMP3	GO:0005515
VHL	GO:0000122
SLC38A3	GO:0016021
RTL1	GO:0007275
OTX2	GO:0003677
SIN3A	GO:0000122
NKX2-2	GO:0001159
REG4	GO:0005576
PRPF4B	GO:0004672
PLXNB2	GO:0007165
RAG1	GO:0002250
KLKB1	GO:0005576
SKP1	GO:0006511
TRAM1	GO:0016021
LAMA2	GO:0005102
WASF1	GO:0005856
ALYREF	GO:0000166
HCK	GO:0004715
ALX4	GO:0001501
PDCD6	GO:0004198
CIDEA	GO:0042981
BMP2	GO:0000122
XIAP	GO:1990001
MCTS1	GO:0001731
FCRL1	GO:0005886
GGT1	GO:0003840
GATA5	GO:0001158
XRRA1	GO:0003674
PEG3	GO:0000981
BAG3	GO:0005737
EDN3	GO:0001755
TSC22D4	GO:0003700
RPS13	GO:0003735
SCGB1D2	GO:0005615
EED	GO:0005634
HIST1H4A	GO:0000183
NEU3	GO:0004308
RBP2	GO:0005215
PRKD2	GO:0004697
RORC	GO:0001223
CLTC	GO:0005198
DEPTOR	GO:0005515
POLA1	GO:0000166
FTL	GO:0005623
ENPP3	GO:0004528
CMAS	GO:0005634
POU2AF1	GO:0003677
F12	GO:0002353
YBX1	GO:0003677
NBEA	GO:0005543
GBP1	GO:0000139
FILIP1L	GO:0003674
PLK4	GO:0004674
EIF4E	GO:0003743
SBK1	GO:0004674
MOB1B	GO:0005515
C8orf17	GO:0005789
WNT10B	GO:0005109
BCL11A	GO:0000122
PDLIM5	GO:0008270
FAM210B	GO:0016021
GFPT1	GO:0004360
CIRBP	GO:0000166
MCM3AP	GO:0002376
MAP9	GO:0000910
OPN4	GO:0004930
WNT4	GO:0005109
HERPUD1	GO:0003674
SPINT1	GO:0004867
NOTCH2	GO:0005509
CSF3R	GO:0004872
FOSL1	GO:0003677
PROK1	GO:0000187
UBE2N	GO:0016567
CRISP3	GO:0005576
TRIM24	GO:0005622
DCC	GO:0016021
PRDM16	GO:0003676
CFDP1	GO:0000777
GH2	GO:0005179
HOXB7	GO:0003700
MANF	GO:0002014
MID1	GO:0005622
DFNA5	GO:0005737
UGT1A10	GO:0005080
PRKCI	GO:0000139
SOCS2	GO:0001558
IP6K2	GO:0005634
INPP4B	GO:0005515
TDRD7	GO:0002089
FIP1L1	GO:0005018
LDHB	GO:0004459
ORC5	GO:0000808
NUDCD1	GO:0002376
VAMP7	GO:0000149
CERS2	GO:0003677
ELF4	GO:0003700
PLXNC1	GO:0007165
PGP	GO:0000287
RNF14	GO:0008270
EPB41L3	GO:0001558
UBL5	GO:0000398
HEATR6	GO:0044822
AIP	GO:0006457
CD151	GO:0016021
UVRAG	GO:0000149
MIA3	GO:0005789
NANS	GO:0003824
LPAR6	GO:0004930
ZC3H12A	GO:0001525
RNF168	GO:0008270
GCSAM	GO:0003779
PPRC1	GO:0000166
DLEC1	GO:0003674
PDCD10	GO:0000139
SLC25A3	GO:0005739
LIN28A	GO:0000932
LCK	GO:0004715
AHRR	GO:0000122
GCNT1	GO:0000139
SLC16A3	GO:0005887
PMP2	GO:0005215
WNT1	GO:0005109
PRPF6	GO:0000244
XPA	GO:0003684
ARR3	GO:0007165
MOS	GO:0000165
KLK2	GO:0004252
FOXF2	GO:0000977
MSTO1	GO:0003674
PNPT1	GO:0003723
ZIM2	GO:0000981
FFAR1	GO:0004930
ABCB8	GO:0016021
PCSK5	GO:0004252
SMO	GO:0004930
EIF3A	GO:0001731
RASSF2	GO:0001501
DEPDC1	GO:0007165
ERCC2	GO:0003677
PPP1R13L	GO:0006351
ST6GALNAC2	GO:0005794
EPHA2	GO:0001501
FUS	GO:0005654
PYGO2	GO:0008270
SULF1	GO:0008152
FOXA2	GO:0000432
PALLD	GO:0001726
CADM3	GO:0005886
TESC	GO:0000287
RECQL5	GO:0003676
AP2A1	GO:0005515
KLK14	GO:0004252
SND1	GO:0003712
CYTIP	GO:0005515
CCDC62	GO:0005634
CASP8AP2	GO:0002020
MECOM	GO:0003676
PLXNA2	GO:0001756
CANT1	GO:0005509
MELK	GO:0000086
ITGA5	GO:0007229
TNNT1	GO:0005861
SUPT20H	GO:0000124
MST1R	GO:0004714
EMX2	GO:0005515
CDSN	GO:0043589
LYPD1	GO:0005886
RALGAPB	GO:0005096
ANAPC11	GO:0042787
SYTL2	GO:0005509
RAD51C	GO:0003677
CCNA1	GO:0000079
ZNF629	GO:0003677
HYAL1	GO:0004415
PRAF2	GO:0010008
HNRNPA1	GO:0000166
NEIL1	GO:0003684
DERL1	GO:0005783
FBXO3	GO:0006508
SLIT3	GO:0005509
PMPCB	GO:0004222
RPE	GO:0005829
USP4	GO:0004197
ECM1	GO:0001503
SLC9A1	GO:0006885
CDC73	GO:0000122
JAG2	GO:0001501
PXDN	GO:0001960
LRBA	GO:0005543
DUSP4	GO:0000165
FGL2	GO:0005577
SUGT1	GO:0000151
ESRP1	GO:0000166
ALKBH3	GO:0005634
THOC1	GO:0007165
RNF139	GO:0002020
ACER2	GO:0000139
PRG4	GO:0005044
ADH7	GO:0004024
S100A2	GO:0005509
KRT81	GO:0005198
SCRN1	GO:0005623
TNFRSF10C	GO:0004888
RERG	GO:0005525
CHFR	GO:0008270
CTDSP1	GO:0016311
WDR19	GO:0005654
IFI16	GO:0000122
MLANA	GO:0005515
PMP22	GO:0016021
LEO1	GO:0001711
XPO5	GO:0000049
SLC33A1	GO:0008521
XAGE1A	GO:0005515
BTRC	GO:0031146
ZKSCAN3	GO:0000122
MGLL	GO:0005654
BCL6	GO:0000122
CENPF	GO:0000086
SCGB2A2	GO:0003674
DNAJA4	GO:0006457
PDLIM2	GO:0008270
MGP	GO:0001502
UIMC1	GO:0005515
PITX2	GO:0005634
RFX1	GO:0000978
DDOST	GO:0004579
SIRT6	GO:0005634
PLXDC1	GO:0016021
ADH1C	GO:0008270
UPP1	GO:0009116
WT1-AS	GO:0003674
KIF4A	GO:0000281
MST1	GO:0004252
KLLN	GO:0003677
TM4SF1	GO:0016021
USP22	GO:0004197
TACC3	GO:0000226
CDKN2C	GO:0000079
MUTYH	GO:0005634
COL9A3	GO:0005576
SGK1	GO:0035091
MC1R	GO:0004980
IER3	GO:0001562
NSD1	GO:0000122
LAMB3	GO:0005198
H2AFZ	GO:0000786
RASL10A	GO:0003924
LAMP1	GO:0005515
MCL1	GO:0005622
EIF3H	GO:0001731
CAPN5	GO:0004198
IGHD	GO:0003823
COL11A1	GO:0001502
GP5	GO:0005518
CHST4	GO:0001517
LCE2B	GO:0003674
TCF4	GO:0000978
ZACN	GO:0005230
NRAS	GO:0000139
KCNG1	GO:0005251
PUF60	GO:0000166
EBF1	GO:0003677
EPB41	GO:0003779
LYVE1	GO:0004872
PKM	GO:0000287
B4GALNT2	GO:0006047
CENPH	GO:0000776
GPC2	GO:0001523
INSL4	GO:0005102
SLC5A5	GO:0005634
RLN1	GO:0005179
TAS1R3	GO:0001582
HNRNPU	GO:0000398
FAM84B	GO:0005515
CSNK1E	GO:0004674
BRD7	GO:0002039
MTSS1	GO:0003779
HLA-DOB	GO:0002504
SCN10A	GO:0001518
KCNMA1	GO:0015269
SLC4A1	GO:0005452
DUX4L6	GO:0003677
CTNND1	GO:0005886
GREM1	GO:0000902
ERCC5	GO:0003697
CCNE1	GO:0000082
CXXC1	GO:0003677
GGT2	GO:0003840
PVR	GO:0002860
TEP1	GO:0005524
CBX7	GO:0005634
PLAA	GO:0005515
HCRT	GO:0005576
FBLN5	GO:0005509
MUC3B	GO:0005796
MERTK	GO:0004714
TNFAIP8L2	GO:0005515
HOXB9	GO:0005515
STIM1	GO:0005246
MGAT5B	GO:0006487
NDC80	GO:0000778
TSG101	GO:0005730
RNMT	GO:0004482
ZNF395	GO:0005634
SIAH1	GO:0005634
POLD3	GO:0005634
TDGF1	GO:0000187
GNMT	GO:0005515
TK1	GO:0004797
GOLPH3	GO:0005654
PGAP2	GO:0000139
CNTNAP3	GO:0016021
MTHFD2	GO:0004477
NLRP2	GO:0005524
STEAP3	GO:0005887
BUB1	GO:0000278
CEACAM4	GO:0005887
MINA	GO:0005634
SERPINB5	GO:0004867
CRCP	GO:0005666
SLC25A43	GO:0005743
WIBG	GO:0000184
NAA15	GO:0001525
GRHL2	GO:0001161
LALBA	GO:0004461
ID1	GO:0000122
ARID1A	GO:0003677
CAPZB	GO:0000902
FLNC	GO:0005515
LDHC	GO:0016616
ACD	GO:0000783
SMARCE1	GO:0005654
SEPT4	GO:0005525
NBEAL2	GO:0005543
NDST4	GO:0000139
PLAG1	GO:0000978
GTF2H2	GO:0000439
ZNF569	GO:0003676
SH2B1	GO:0007165
CRNKL1	GO:0005634
PTPN14	GO:0004725
FBN2	GO:0005201
SKAP1	GO:0005070
COL9A1	GO:0001894
GSTT2B	GO:0004364
EXOSC3	GO:0000175
ARL4C	GO:0003924
CPEB1	GO:0000166
DNAJC2	GO:0005737
ISG15	GO:0005515
CAMLG	GO:0001881
MAD2L2	GO:0000122
KCNK3	GO:0005252
S100A14	GO:0005509
ITGB4	GO:0004872
LIG1	GO:0003677
RAP1GAP	GO:0005096
OLFM4	GO:0003824
SKOR2	GO:0000122
GNG7	GO:0004871
CD79B	GO:0004888
NTRK3	GO:0004714
H2AFY	GO:0000786
S100A16	GO:0005509
PROCR	GO:0004872
C3orf58	GO:0000139
NEO1	GO:0016021
NANOGP8	GO:0005634
KRT1	GO:0001867
CSTB	GO:0002020
PTPN4	GO:0005856
HEXIM1	GO:0000122
PLXNA1	GO:0002116
DMBT1	GO:0001833
BPIFB2	GO:0005615
ANGPT2	GO:0030971
SMYD2	GO:0000122
UNC5C	GO:0007165
ERLIN2	GO:0005737
SNRPE	GO:0000398
JAZF1	GO:0003676
PTP4A3	GO:0004727
LAMA4	GO:0001568
PLK1	GO:0004672
MOB3B	GO:0005515
KCNN2	GO:0005516
ANPEP	GO:0006508
ARMC3	GO:0005737
WAPAL	GO:0000278
SPHK2	GO:0016301
DUX4L5	GO:0003677
CDK13	GO:0004672
AFF1	GO:0003700
CRABP2	GO:0001972
SLC7A5	GO:0003333
E2F8	GO:0000122
TRIM62	GO:0004842
GSTT2	GO:0004364
THEG	GO:0005515
MAPK8IP3	GO:0005078
SGPP1	GO:0005789
FBXW7	GO:0005654
SALL2	GO:0003676
PIK3C2B	GO:0002250
FGD1	GO:0001726
ERP29	GO:0005788
SLC4A8	GO:0005452
MSH3	GO:0000228
CPVL	GO:0004185
CDC6	GO:0000076
CMPK1	GO:0004127
FERMT2	GO:0005654
NT5C2	GO:0046040
DNAJB6	GO:0005654
RRP1B	GO:0000791
KIF1B	GO:0005524
DLL3	GO:0007219
ANXA7	GO:0005178
KCNJ3	GO:0005515
PSME3	GO:0008537
DAZAP1	GO:0000166
PLA1A	GO:0005576
HBZ	GO:0000122
RGCC	GO:0001100
PAPSS2	GO:0000103
KLHL1	GO:0003779
RBM3	GO:0000166
ERRFI1	GO:0005096
RAC3	GO:0005525
RASSF5	GO:0005622
MIER3	GO:0003677
KLK5	GO:0004252
SLC12A3	GO:0015377
MLH3	GO:0000795
OR6B2	GO:0004930
CTBP1	GO:0016616
SLC38A6	GO:0003333
MINK1	GO:0007346
LOR	GO:0001533
SLC7A11	GO:0003333
SSTR2	GO:0004994
PPP1R9B	GO:0001932
DKK2	GO:0005576
HOXB6	GO:0003700
CIAPIN1	GO:0005737
AKNA	GO:0000978
ROR1	GO:0004714
NCAM2	GO:0007155
TKTL1	GO:0004802
EPCAM	GO:0001657
TEX101	GO:0002080
RABAC1	GO:0005515
MUC6	GO:0030277
PPP2R1B	GO:0005515
PAF1	GO:0000122
HOXC8	GO:0000122
STK19	GO:0004674
CORO1C	GO:0015629
HOXB2	GO:0002011
VEPH1	GO:0005886
FERMT1	GO:0005829
USP17L2	GO:0000075
PMEL	GO:0005515
CARD11	GO:0042981
CAB39	GO:0004674
ALDH1A1	GO:0001758
SLC7A4	GO:0000064
MGAM	GO:0004553
LIPI	GO:0005576
GPR55	GO:0004930
MAP6	GO:0000226
ID2	GO:0000122
SMOX	GO:0016491
ADAM28	GO:0004222
DIRAS3	GO:0000079
UGT2B10	GO:0005789
PDGFRL	GO:0004992
NTN1	GO:0001764
ATOH1	GO:0000978
FARP2	GO:0005856
DDX1	GO:0003676
ROM1	GO:0005887
CAD	GO:0000050
VPS33A	GO:0005623
TMED5	GO:0006810
LRIG1	GO:0007605
AQP5	GO:0005515
FAM173B	GO:0016021
TOX	GO:0003677
DPP3	GO:0005654
BNIP3	GO:0005740
SPAG17	GO:0005654
COL9A2	GO:0001501
CHD5	GO:0003677
HNRNPD	GO:0000166
GDPD5	GO:0006071
PTP4A2	GO:0004727
THY1	GO:0001525
ARHGEF1	GO:0005089
CAMKK1	GO:0004674
UBE2C	GO:0005634
ST6GALNAC1	GO:0005794
AHI1	GO:0001738
SNF8	GO:0000814
CYP51A1	GO:0004497
CDX2	GO:0000122
MZB1	GO:0002642
CFHR3	GO:0005615
SMARCC1	GO:0016514
CDK15	GO:0004674
TP53I3	GO:0008270
ADAMTS18	GO:0004222
EI24	GO:0005737
CUL4B	GO:0031625
SH3GL1	GO:0005737
NT5E	GO:0009166
ISCU	GO:0005759
PRC1	GO:0000226
ETV5	GO:0003700
MKNK1	GO:0004683
OR2G2	GO:0004930
COMMD3-BMI1	GO:0008270
STARD3	GO:0005770
ATP6AP2	GO:0003824
ACRBP	GO:0001669
ACSS2	GO:0003824
ARSF	GO:0004065
RAD52	GO:0000150
SLC22A2	GO:0005496
DLX5	GO:0000790
PCDHGB6	GO:0005509
TDGF1P3	GO:0005886
RGS5	GO:0005737
TP53RK	GO:0000408
NPR1	GO:0004383
RLN2	GO:0005179
IDO2	GO:0005737
TOX4	GO:0003682
DAPK3	GO:0004683
PTK7	GO:0001736
CTDSPL	GO:0016311
PPFIA1	GO:0005737
MACC1	GO:0005634
ASGR2	GO:0004873
USP9X	GO:0004843
RAP1A	GO:0005525
TIAM1	GO:0005057
COL7A1	GO:0004867
ZNF24	GO:0003700
FANCA	GO:0005515
TTLL5	GO:0006464
BCL11B	GO:0003676
KCNG3	GO:0005251
AMOT	GO:0001570
RPS6KA5	GO:0000287
MYOF	GO:0007520
GGN	GO:0005515
DESI2	GO:0005737
S100A11	GO:0001726
G6PD	GO:0004345
RBM6	GO:0003723
REPS1	GO:0005509
OR10Z1	GO:0004888
HGS	GO:0005622
ATP8A2	GO:0000287
PRKDC	GO:0000724
CASP9	GO:0005737
HMGA2	GO:0000785
CDH15	GO:0005509
CGB	GO:0005179
SRMS	GO:0004713
HIST2H2AA3	GO:0000786
CCK	GO:0001662
MOB1A	GO:0005515
PDHX	GO:0008152
PRAME	GO:0005515
MAGEB5	GO:0003674
FZD1	GO:0001934
PSD4	GO:0005086
SLC37A4	GO:0002230
POLH	GO:0003684
HRK	GO:0005515
KIF1A	GO:0005524
PPP1R15A	GO:0000164
TMSB4X	GO:0002576
DUX4L7	GO:0003677
RDX	GO:0005856
TRIM44	GO:0005515
SF3B2	GO:0005634
FLOT2	GO:0001765
CHPT1	GO:0008654
TRO	GO:0005515
PTPN13	GO:0004725
HMMR	GO:0005540
SKI	GO:0000122
XAF1	GO:0008270
SPINK7	GO:0004867
ZNF763	GO:0003676
A4GNT	GO:0000139
ATAD2	GO:0003682
PTK2B	GO:0001525
GATAD2B	GO:0000790
SGCB	GO:0007517
KRT13	GO:0005198
NPY6R	GO:0016021
PSORS1C2	GO:0003674
GLI2	GO:0003676
TEF	GO:0005634
IFI6	GO:0001836
RPS2	GO:0003723
ASCL1	GO:0000122
CHCHD6	GO:0005515
ARHGEF4	GO:0005089
KRT16	GO:0005198
PPM1A	GO:0004722
GNAQ	GO:0001508
MAPRE3	GO:0005737
CPM	GO:0004181
RBBP9	GO:0008152
AGAP4	GO:0005096
VANGL1	GO:0005515
KRT14	GO:0005200
PFDN5	GO:0006457
GABPA	GO:0000122
H2AFY2	GO:0000786
KISS1R	GO:0004930
RPA2	GO:0000082
KIF20A	GO:0000910
TERF2	GO:0000784
KDM3A	GO:0005654
CHST11	GO:0008146
PCSK7	GO:0004252
ECT2	GO:0000902
LXN	GO:0005515
SLC5A7	GO:0005307
ACO1	GO:0003723
PLAGL1	GO:0000977
GSTM4	GO:0004364
SATB1	GO:0000122
SHFM1	GO:0000724
TAOK1	GO:0000165
MAP3K11	GO:0004672
BAGE	GO:0005576
BUD31	GO:0000398
SGTA	GO:0005515
TFF3	GO:0003674
SEP15	GO:0005788
ETV1	GO:0003700
VWA2	GO:0005515
PAX6	GO:0003677
CHKA	GO:0008152
LSM7	GO:0000398
HES6	GO:0003677
SPRY4	GO:0007275
PDXK	GO:0008478
REXO1	GO:0003676
ZNF266	GO:0003676
EYA2	GO:0004725
BMP10	GO:0005125
TP53AIP1	GO:0003674
USP18	GO:0004197
EFS	GO:0005515
RYBP	GO:0000122
AMELX	GO:0001649
TXNRD2	GO:0004791
PXN	GO:0005654
BAG4	GO:0005057
PDRG1	GO:0005737
LRRN1	GO:0016021
APOBEC3B	GO:0008152
CCDC88A	GO:0003779
CES1	GO:0005615
FFAR4	GO:0005504
PSMD2	GO:0000502
CYP2A6	GO:0005506
SGOL1	GO:0000278
CD248	GO:0003674
FTH1	GO:0005623
SSPN	GO:0005887
UBN1	GO:0003677
HMHA1	GO:0007165
PER2	GO:0000122
AAAS	GO:0005654
MRO	GO:0005730
PKN1	GO:0007165
KCNH2	GO:0000155
DSG3	GO:0005509
GNE	GO:0004553
RERE	GO:0003700
DNM3	GO:0003924
INPP5D	GO:0046856
REV3L	GO:0000166
DDX53	GO:0003723
LMBR1	GO:0016021
PCDH10	GO:0005509
PDXP	GO:0000287
SPINK2	GO:0001669
KDM5A	GO:0005634
CDHR2	GO:0005509
KLF11	GO:0000083
HTR2B	GO:0001755
NR5A1	GO:0003700
NUDT1	GO:0006281
RNASE1	GO:0003676
DNAJC5	GO:0001948
STYK1	GO:0004715
ATP11B	GO:0000287
TNRC6C	GO:0000166
NOP2	GO:0003723
RGS1	GO:0005096
NIT2	GO:0006807
SMC3	GO:0000278
TSN	GO:0003697
CLC	GO:0002667
AZGP1	GO:0002474
RBM5	GO:0005654
HPS1	GO:0005515
TET2	GO:0005515
NOP14	GO:0005634
CENPV	GO:0000776
EGFL8	GO:0005509
LATS2	GO:0000082
TBK1	GO:0004672
NR1I3	GO:0003700
PDIA3	GO:0034976
GOLT1A	GO:0000139
NEGR1	GO:0005886
BCL10	GO:0042981
UBL4A	GO:0005515
PIWIL1	GO:0003727
IHH	GO:0001501
EPB41L1	GO:0003779
FUZ	GO:0001736
SLX4	GO:0000724
FLCN	GO:0000122
DAP	GO:0006914
GOSR1	GO:0000139
MLF1	GO:0005634
CTCF	GO:0000122
EHMT2	GO:0000122
COL4A3BP	GO:0008289
RPL11	GO:0000184
TMPRSS2	GO:0005044
IQSEC1	GO:0005086
PSMD10	GO:0000082
TEKT5	GO:0005515
POT1	GO:0000723
PCBP4	GO:0003723
WWTR1	GO:0005654
GNRHR	GO:0004968
SEPN1	GO:0005509
MSMB	GO:0003674
TOX2	GO:0003682
TTC5	GO:0003677
ALCAM	GO:0016021
RAP1B	GO:0005525
GNRH1	GO:0005179
ALAD	GO:0004655
SART3	GO:0000166
TRPM2	GO:0005261
USP7	GO:0005737
PDK2	GO:0005654
ZNF135	GO:0003676
PIR	GO:0003712
FOXRED1	GO:0016491
KRT27	GO:0003674
GPC3	GO:0005578
PLA2G15	GO:0006629
APOL3	GO:0004871
HLTF	GO:0000209
MSX1	GO:0000122
BTC	GO:0005615
HRC	GO:0002027
PROM1	GO:0016021
MAPRE1	GO:0000086
LAMP2	GO:0016020
CBX2	GO:0000122
H2AFX	GO:0000077
CYP4B1	GO:0004497
PTTG1	GO:0005634
MUC16	GO:0005615
MAGEA6	GO:0003674
DKC1	GO:0000495
TNS4	GO:0003779
CHI3L2	GO:0004553
ZYX	GO:0008270
SSX2	GO:0003676
FOXL2	GO:0000122
RBFOX2	GO:0000166
PIGA	GO:0000506
PDCD2	GO:0046872
ACTR2	GO:0005524
CNTN3	GO:0005886
PDZK1IP1	GO:0016021
E2F4	GO:0000278
PROK2	GO:0000187
OLA1	GO:0005525
VPS13B	GO:0015031
KPNA2	GO:0005654
RPL36A	GO:0003735
MYO1C	GO:0003774
BDP1	GO:0000126
TCEAL4	GO:0003746
CYFIP1	GO:0001726
BCOR	GO:0000122
GUCA2A	GO:0005179
DACH1	GO:0000122
POLQ	GO:0003677
FAM126A	GO:0004871
STAG2	GO:0000278
LILRB4	GO:0002376
SLC19A3	GO:0006810
SLC46A1	GO:0005215
FOXF1	GO:0000122
KRT12	GO:0005198
FGF3	GO:0001759
MYCBPAP	GO:0005515
AFF4	GO:0003700
ASPH	GO:0016020
RPL19	GO:0003735
ACTR1B	GO:0005515
CCDC6	GO:0005200
SDC1	GO:0016020
NELFB	GO:0005515
MBOAT7	GO:0016021
KLKP1	GO:0005634
TMOD4	GO:0005523
STIL	GO:0000578
NR2F6	GO:0003677
CYGB	GO:0005344
POU2F2	GO:0003700
GEMIN4	GO:0000387
ADAR	GO:0003723
EIF2AK1	GO:0004694
RTEL1	GO:0000723
SDHB	GO:0005743
PCDH8	GO:0001756
SRC	GO:0002223
NPM1	GO:0003676
TRIM39	GO:0008270
KMT2E	GO:0008270
MAGEC1	GO:0005515
SP2	GO:0000981
PAK3	GO:0004674
EIF5A2	GO:0003746
PTS	GO:0003874
CDH3	GO:0005509
CYP2A13	GO:0005506
LYL1	GO:0000977
GJA4	GO:0001568
PF4	GO:0002576
SLCO1A2	GO:0005215
SLC16A4	GO:0034220
TMC6	GO:0005515
RAP2B	GO:0005515
TOP2B	GO:0000712
ENC1	GO:0003779
PRMT1	GO:0005829
BCAS1	GO:0005737
MRPL36	GO:0042254
PPP2R1A	GO:0000086
MVK	GO:0004496
LGALS7	GO:0005615
KDM5B	GO:0005634
SCUBE3	GO:0005509
STRA6	GO:0004872
FKTN	GO:0000139
MSMP	GO:0003674
PDGFD	GO:0005161
IGFBPL1	GO:0001558
RPAP3	GO:0005515
GPR150	GO:0004930
SLC31A1	GO:0005375
NUPR1	GO:0002526
PSG4	GO:0007565
EPHB1	GO:0005003
IGFBP7	GO:0001558
ST6GAL1	GO:0005794
ZC3H7A	GO:0046872
PRMT6	GO:0005515
ALX1	GO:0000122
KLB	GO:0004553
ZFX	GO:0003677
PLAC8	GO:0003682
TMEM37	GO:0005244
CASP14	GO:0004197
HOXA10	GO:0000978
SLC39A4	GO:0016020
LAMA3	GO:0005102
SLC44A4	GO:0016021
DDT	GO:0004167
THBS2	GO:0005509
F11R	GO:0005515
CDK5RAP3	GO:0000079
DNAJC15	GO:0005515
PBOV1	GO:0005634
PARN	GO:0003676
PROKR2	GO:0004983
DOK7	GO:0005158
TXNL1	GO:0000103
LRSAM1	GO:0000209
SUDS3	GO:0000122
COL6A3	GO:0004867
ARNT	GO:0003677
MRPL41	GO:0003735
PEBP4	GO:0005515
TGFA	GO:0005887
FLT3	GO:0004714
SCN5A	GO:0001518
DNALI1	GO:0003777
CBX3	GO:0005634
NOL7	GO:0005634
RRM2B	GO:0009186
VAMP3	GO:0000149
ALLC	GO:0000256
CADM4	GO:0007155
RHBDF1	GO:0004252
CBX8	GO:0005634
DDX10	GO:0003723
SIGLEC1	GO:0005576
TFEB	GO:0000978
ARSI	GO:0008152
DCK	GO:0005524
RCVRN	GO:0005509
PERP	GO:0002934
FECH	GO:0004325
NCOA4	GO:0003713
RASSF1	GO:0000922
SIPA1	GO:0005096
TPM3	GO:0001725
KRT5	GO:0005198
KIF5B	GO:0003777
RNF43	GO:0008270
SLC2A4RG	GO:0003677
NUCKS1	GO:0005634
BCAS2	GO:0000375
LHFPL3	GO:0016021
DLGAP5	GO:0005737
ANO1	GO:0016021
BAP1	GO:0004843
MBTPS1	GO:0004252
RSF1	GO:0006355
PDAP1	GO:0007165
SMN1	GO:0003723
RHOH	GO:0005525
LGR5	GO:0004888
LTK	GO:0004714
AMHR2	GO:0004702
FBXO28	GO:0005515
GOT2	GO:0004069
INTS6	GO:0005654
PTPN3	GO:0004725
CTU1	GO:0000049
SPIDR	GO:0005654
RTCA	GO:0003824
UBE2Q1	GO:0001967
ARAF	GO:0004672
KLK13	GO:0004252
CBFA2T3	GO:0003714
TEC	GO:0002250
ATPIF1	GO:0004857
LHFPL4	GO:0016021
PTPN12	GO:0004725
KIF22	GO:0003777
TRDMT1	GO:0008168
TOP1	GO:0000932
CENPE	GO:0003777
PRKCSH	GO:0006491
CD37	GO:0016021
ERCC3	GO:0000439
TAF12	GO:0000125
SSX5	GO:0003676
PROKR1	GO:0004983
WNT5A	GO:0005102
UHRF2	GO:0005720
ZEB1	GO:0003676
RASGRP3	GO:0005085
CLUAP1	GO:0005813
FHL3	GO:0001725
RDH14	GO:0001649
ZNF35	GO:0003677
SAMD9L	GO:0002244
TBCC	GO:0000902
USP6	GO:0003676
HPD	GO:0003868
ZBED1	GO:0003677
F8	GO:0005507
MYCN	GO:0000785
MBD3	GO:0003677
BRD4	GO:0000083
CAGE1	GO:0005515
ST14	GO:0004252
SMAD5	GO:0003700
CD7	GO:0004872
FANCL	GO:0004842
LASP1	GO:0008270
ERCC6	GO:0003677
RNASEH2A	GO:0003723
CCL14	GO:0005615
CCNH	GO:0000079
MTA3	GO:0003682
HAPLN3	GO:0001501
REXO2	GO:0000175
CSNK2A3	GO:0004674
MVD	GO:0008299
MYOCD	GO:0003713
TM9SF4	GO:0016021
ESCO2	GO:0005634
USP17L24	GO:0005730
RAP1GDS1	GO:0005096
CGA	GO:0005179
IGF2BP1	GO:0000166
FMNL2	GO:0007010
LRRC3B	GO:0016021
DLC1	GO:0001843
BANP	GO:0002039
MARCKSL1	GO:0003779
MDH2	GO:0005654
SLC4A4	GO:0005452
NIT1	GO:0000257
ZBTB16	GO:0000122
AKAP17A	GO:0000166
BAALC	GO:0005737
DGUOK	GO:0004138
UPP2	GO:0004850
PIPOX	GO:0016491
PTN	GO:0008083
EFEMP1	GO:0005509
GATA4	GO:0003700
OR6K3	GO:0004888
DUSP26	GO:0006470
ONECUT1	GO:0001077
IMMT	GO:0005743
EDN2	GO:0001516
CCAR2	GO:0006355
STARD8	GO:0005096
CELSR1	GO:0005509
JARID2	GO:0000122
CDC42	GO:0000139
RAB6B	GO:0003924
MUC3A	GO:0005201
PFKFB4	GO:0003873
CLCA2	GO:0005229
